"","","","","","","","","","Normalized abundance","","","","","","Raw abundance","","","","","","Spectral counts","","","","","",
"PPIA_CHLAE;A0SE27_MACNE;B4DM82_HUMAN;F6RNM6_MACMU","7","1","330.68","4.41895803504622E-07","25.6998199473245","Condition 4","Condition 1","Peptidyl-prolyl cis-trans isomerase A OS=Chlorocebus aethiops GN=PPIA PE=2 SV=2","168833.038598374","178366.437885301","182504.253199868","6742.67801055906","7504.57364189763","6363.93281378658","157757.01798906","295733.976454527","211794.983769753","5467.89265455837","7504.57364189763","7137.69173011868","0","0","1","0","0","0",
"B0V0H5_HUMAN;NCI20_P01375|TNFA_HUMAN","3","3","120.87","5.82594977815987E-07","26.0760122680766","Condition 4","Condition 1","C-domain 2 (Fragment) OS=Homo sapiens GN=TNF PE=2 SV=1","110212.064712357","114845.390581767","118051.324913205","4187.43494543003","4101.40867793468","4869.17979984785","102981.779039108","190415.217329505","136997.785013857","3395.74939567068","4101.40867793468","5461.19913688335","0","1","1","0","1","1",
"sial|C5108;CATG_HUMAN;G3RD46_GORGO","16","15","815.85","7.68178970877997E-07","30.604160104446","Condition 4","Condition 1","Cathepsin G from Sputum","3152614.11030651","2756888.66305729","2933182.53715767","106209.741561199","93405.5819769501","89322.0392368173","2945791.91988185","4570958.84536652","3403939.01489349","86129.497035981","93405.5819769501","100182.261414954","10","5","7","3","4","1",
"CAH2_HUMAN","2","1","101.41","9.85869816227947E-07","35.0304159487263","Condition 4","Condition 1","Carbonic anhydrase 2 OS=Homo sapiens GN=CA2 PE=1 SV=2","211535.993547713","213320.227488241","236586.716478684","6472.67333830368","6846.49928330949","5562.78808598407","197658.514094657","353687.834332653","274557.326189361","5248.93565233913","6846.49928330949","6239.13980231137","0","0","0","0","1","0",
"YMR125W","1","1","31.82","1.04220104579777E-06","16.0918235426986","Condition 4","Condition 1","STO1 SGDID:S000004732, Chr XIII from 517538-517562,517885-520445, Verified ORF, """"Large subunit of the nuclear mRNA cap-binding protein complex, interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradati","2850.45075825533","3055.92059751126","2710.82514069992","193.653861868824","166.033117718464","175.814573334998","2663.45150972926","5066.7578539212","3145.89472086666","157.041241948851","166.033117718464","197.190992244445","1","0","1","0","0","0",
"NCI20_P02768|ALBU_HUMAN;ALBU_HUMAN;C9JKR2_HUMAN;F7CSG0_CALJA;Q8IUK7_HUMAN","8","6","310.43","1.2631975266908E-06","37.9867112117564","Condition 4","Condition 1","Serum albumin - Homo sapiens (Human).","65957.8922720384","58701.7623114255","59112.0395601141","1801.65022782495","1613.84808652069","1422.29069874226","61630.8305771421","97328.3191561507","68599.1325666289","1461.026320904","1613.84808652069","1595.21994579276","2","4","3","0","0","0",
"H0H108_9SACH","6","1","285.24","1.35400725764789E-06","7.1821945152644","Condition 4","Condition 1","Sti1p OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 GN=VIN7_9886 PE=4 SV=1","38042.9894372118","35755.4176120062","35362.9029698488","5053.2679011552","4752.34921222548","5393.26253086525","35547.2401541061","59282.968004275","41038.4159778907","4097.88609139755","4752.34921222548","6049.00247870637","0","0","0","0","1","0",
"NCI20_P02741|CRP_HUMAN;CRP_HUMAN","4","4","152.62","1.82393056513686E-06","21.0270483928021","Condition 4","Condition 1","C-reactive protein [Contains: C-reactive protein(1-205)] - Homo sapiens (Human).","143544.249727281","147630.946620301","145239.965975644","6051.99182633188","7739.61869999138","6963.33111696593","134127.259536695","244774.114510505","168550.023888173","4907.78910112951","7739.61869999138","7809.96788966299","1","3","3","0","0","1",
"sial|T8690;THIO_HUMAN","4","4","192.77","1.89685448603871E-06","25.9449768509173","Condition 4","Condition 1","Thioredoxin","235450.022839397","238020.601347252","234788.348745221","10204.8296862374","7831.84745240863","9261.82372345167","220003.701864057","394641.389653055","272470.332279671","8275.48241144176","7831.84745240863","10387.9227721393","3","0","1","0","1","0",
"YML048W;GSF2_YEAST","3","3","123.69","2.54072732230881E-06","9.63312959320237","Condition 4","Condition 1","GSF2 SGDID:S000004511, Chr XIII from 178426-179637, Verified ORF, """"ER localized integral membrane protein that may promote secretion of certain hexose transporters, including Gal2p; involved in glucose-dependent repression""""","181236.641846481","160169.567400823","148893.627051532","16737.5245590903","17076.1811282651","17083.547542251","169346.902747314","265563.318054861","172790.073501813","13573.091796586","17076.1811282651","19160.6510598689","1","0","3","0","0","1",
"G0VG13_NAUCC;YDL130W","1","1","99.6","2.64724900778113E-06","5.8701851374987","Condition 4","Condition 1","Uncharacterized protein OS=Naumovozyma castellii (strain ATCC 76901 / CBS 4309 / NBRC 1992 / NRRL Y-12630) GN=NCAS0E03620 PE=4 SV=1","170127.038854222","165846.380652363","176756.708276245","31492.6327127912","27363.4816466978","28488.682401266","158966.127434311","274975.551524181","205124.995742232","25538.5671410251","27363.4816466978","31952.4795008801","0","0","0","0","0","0",
"sial|R9388","6","6","221.1","2.91707979505063E-06","42.6469375796849","Condition 4","Condition 1","Retinol Binding Protein from urine","519012.062061693","499724.133676676","450036.438578949","13378.4743663184","9809.78637299357","11252.0230811371","484963.108470611","828549.400518558","522264.322794943","10849.1109322191","9809.78637299357","12620.1005641273","5","2","5","2","1","1",
"PDGFB_HUMAN;A9UJN9_HUMAN;F7AMM6_HORSE;sial|P3201","7","7","362.38","3.40544645449636E-06","29.5465431263576","Condition 4","Condition 1","Platelet-derived growth factor subunit B OS=Homo sapiens GN=PDGFB PE=1 SV=1","983692.338564454","975844.748029508","809731.59910128","30162.817443788","28150.6633861133","35412.1598940335","919158.781000038","1617963.84543269","939688.187440202","24460.1696363666","28150.6633861133","39717.7481625374","3","2","1","0","1","0",
"TAU_HUMAN;A0JN25_RAT;B0LVF9_CHICK;B0LVG0_CHICK;B3KTM0_HUMAN;B4DSB3_HUMAN;F6R387_MACMU;F6UY39_CALJA;F6XLP7_MACMU;F7BCC0_MONDO;G1QBL2_MYOLU;G3QRY9_GORGO;G3RSK7_GORGO;G7NJ62_MACMU;sial|T9392;TAU_GORGO;TAU_HYLLA;TAU_PANTR","15","15","875.04","3.5752745686235E-06","28.0951813570889","Condition 4","Condition 1","Microtubule-associated protein tau OS=Homo sapiens GN=MAPT PE=1 SV=5","3155571.51263035","2691741.58587332","2640373.02259212","115765.227963223","91000.7700327057","95338.6943788089","2948555.30657131","4462944.10661621","3064135.50183715","93878.4024154962","91000.7700327057","106930.45170963","6","8","5","1","3","2",
"YMR202W","1","1","25.77","3.65671367130727E-06","2.24166667976891","Condition 4","Condition 1","ERG2 SGDID:S000004815, Chr XIII from 667536-668204, Verified ORF, """"C-8 sterol isomerase, catalyzes the isomerization of the delta-8 double bond to the delta-7 position at an intermediate step in ergosterol biosynthesis""""","12874.005472078","13013.4957855754","13141.2067653148","5597.67814335576","5777.92826114823","6034.96956345912","12029.4269990675","21576.5527521341","15250.2838962704","4539.3689502458","5777.92826114823","6768.73147549617","0","0","1","0","0","0",
"sial|E9644","1","1","23.38","3.91686696687987E-06","156.886178531992","Condition 4","Condition 1","Epidermal Growth Factor human","22905.9603710325","20866.1162898912","19750.0795715736","172.113148502816","107.981368303205","124.798742924594","21403.2515928697","34596.3041967585","22919.8372584327","139.573062658146","107.981368303205","139.972400929868","0","0","0","0","0","0",
"sial|G1538;GELS_HUMAN","4","3","123.06","4.10383575899509E-06","29.1856803854836","Condition 4","Condition 1","Gelsolin","70862.7570235167","74120.9181337479","73238.8038032067","2415.15202160504","2947.32517749888","2114.56209133562","66213.9195463193","122893.488921102","84993.1494244623","1958.53813245949","2947.32517749888","2371.661171446","0","3","1","0","0","0",
"sial|T4382;A0PJA6_HUMAN;B4DEX9_HUMAN;B4DHZ6_HUMAN;B4DI57_HUMAN;B4E1B2_HUMAN;C9JB55_HUMAN;C9JVG0_HUMAN;F7DHR8_MACMU;F7HLP2_CALJA;F8WC57_HUMAN;F8WCI6_HUMAN;G1QTX6_NOMLE;G3GZG6_CRIGR;G3R4X1_GORGO;H2PBG7_PONAB;H7C5E8_HUMAN;I7G2I9_MACFA;J3KN47_HUMAN;NCI20_P02787|TRFE_HUMAN;Q3YAS1_MACMU;Q53H26_HUMAN;TRFE_PANTR","40","33","2020.74","4.19970824339089E-06","21.0086358197547","Condition 4","Condition 1","apo-Transferrin Human","2601587.64236098","2333011.67878451","2292616.347321","132688.890430466","109501.451606219","101821.317286317","2430914.65925919","3868165.04865937","2660566.1706928","107602.440482857","109501.451606219","114201.264471223","18","13","15","3","4","3",
"Q3TVZ1_MOUSE;G3M459_EISFO","6","1","386.67","4.36437818207569E-06","30.7028783968677","Condition 4","Condition 1","Catalase OS=Mus musculus GN=Cat PE=2 SV=1","251523.418862905","228910.43424672","243179.994154043","7854.05180525392","6556.80468898974","9157.41739559107","235022.628530761","379536.608872838","282208.781504832","6369.14770469785","6556.80468898974","10270.8221985241","0","1","0","0","0","0",
"YPL154C;CARP_YEAST","2","2","100.92","4.55408068267271E-06","2.50438595960587","Condition 4","Condition 1","PEP4 SGDID:S000006075, Chr XVI from 260930-259713, reverse complement, Verified ORF, """"Vacuolar aspartyl protease (proteinase A), required for the posttranslational precursor maturation of vacuolar proteinases; important for protein turnover after ox","11890.7166329121","11970.9693256346","11749.1977948858","4986.47491918245","4670.65074511977","4562.28153882583","11110.6452465353","19848.0297227309","13634.8666545885","4043.72113573262","4670.65074511977","5116.98664379431","1","0","0","1","0","0",
"sial|I1645;H2PDK5_PONAB","3","3","153.89","5.9294323492276E-06","34.4693530376029","Condition 4","Condition 1","Interleukin-8 human","1688065.20847238","1429888.55866451","1342296.24014973","51059.6255156898","39593.8647219688","38744.064814242","1577322.39892441","2370774.64995187","1557725.94562699","41406.1817670266","39593.8647219688","43454.7628184736","0","1","2","0","1","0",
"YOL012C;G0VDZ3_NAUCC","3","2","110.48","5.9339858408114E-06","3.2511638095252","Condition 4","Condition 1","HTZ1 SGDID:S000005372, Chr XV from 303984-303580, reverse complement, Verified ORF, """"Histone variant H2AZ, exchanged for histone H2A in nucleosomes by the SWR1 complex; involved in transcriptional regulation through prevention of the spread of silen","33535.5742346035","30399.9975385043","30423.2267644583","9873.63311421065","9818.1698832779","9331.28044761975","31335.5266938421","50403.6087890646","35305.9542768323","8006.90258298726","9818.1698832779","10465.8243936997","1","0","0","1","1","1",
"sial|H7379b;HBB_CALAR","3","3","123.31","6.99524732039603E-06","26.294502790906","Condition 4","Condition 1","Hemoglobin beta subunit","55241.7050095731","65261.747128523","66715.7650709728","1975.15491240676","2490.64093198197","2654.29380696679","51617.6615862053","108204.863075748","77423.2059398578","1601.72783280635","2490.64093198197","2977.01618003402","0","1","0","0","0","0",
"H0GF76_9SACH;YER094C","2","2","88.44","7.35848149191476E-06","4.77509858166539","Condition 4","Condition 1","Pup3p OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 GN=VIN7_1380 PE=3 SV=1","8593.34205410794","7717.92361432847","7186.90631615806","1640.82617731052","1631.45109920866","1648.70426610671","8029.58963642745","12796.4221716722","8340.35744316852","1330.60801483822","1631.45109920866","1849.16201190994","1","1","0","0","1","0",
"J0PVA7_9PSED","6","1","255.75","8.14661945902628E-06","41.2996666421086","Condition 4","Condition 1","Glutathione S-transferase domain-containing protein OS=Pseudomonas sp. Ag1 GN=A462_00119 PE=3 SV=1","14255.3369373955","15853.2057131803","15444.7969676974","460.450179093309","337.109621263992","305.435534036696","13320.1384299109","26284.8303789375","17923.5851534827","373.396467710852","337.109621263992","342.571920409847","1","1","1","0","0","0",
"YOR136W;H0GNP9_9SACH","4","4","153.37","1.07536244163819E-05","3.31060209622943","Condition 4","Condition 1","IDH2 SGDID:S000005662, Chr XV from 580251-581360, Verified ORF, """"Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase, which catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle""""","31514.8304704332","31886.4875702828","34370.9042724093","10262.4898367919","9183.87941319263","10086.6943653868","29447.3505820929","52868.2294501587","39887.2080233356","8322.24120864131","9183.87941319263","11313.0853298902","2","3","2","0","1","1",
"sial|R9894;H0UT66_CAVPO","2","2","80.33","1.22775696876909E-05","14.0499719413445","Condition 4","Condition 1","GTPase HRas human","47655.9298325762","50394.8022846816","48717.3236534411","2850.22887585461","3616.64033550479","3979.27661607876","44529.5390185292","83555.2666128382","56536.1332219835","2311.35841125586","3616.64033550479","4463.09705421609","2","0","2","0","0","0",
"YBR225W","1","1","23.21","1.43689715966788E-05","313.685225339254","Condition 4","Condition 1","YBR225W SGDID:S000000429, Chr II from 670622-673324, Uncharacterized ORF, """"Putative protein of unknown function; non-essential gene identified in a screen for mutants affected in mannosylphophorylation of cell wall components""""","4993.44442748053","4758.8004475411","3854.84849317168","18.0334792511616","16.2857035803899","9.05899461839725","4665.85751765892","7890.15577252209","4473.52628627256","14.6240304785637","16.2857035803899","10.1604326857201","1","1","0","0","0","0",
"NCI20_P61769|B2MG_HUMAN","2","2","68.51","1.4442897984468E-05","25.2640444431269","Condition 4","Condition 1","Beta-2-microglobulin [Contains: Beta-2-microglobulin variant pI 5.3] - Homo sapiens (Human).","1129251.11450899","1026861.93525733","833161.699728999","46846.0781090407","35265.3891298874","36209.8394000238","1055168.40699376","1702551.03473403","966878.664895743","37989.2567887953","35265.3891298874","40612.4135494595","0","1","1","0","1","0",
"YDR353W;A3M313_ACIBT;A7THU7_VANPO;A7TKX8_VANPO;B6K4U0_SCHJY;C7GMI1_YEAS2;E7KB71_YEASA;H0GEH6_9SACH;YHR106W","7","7","377.76","1.45652667914442E-05","1.53134562758728","Condition 4","Condition 1","TRR1 SGDID:S000002761, Chr IV from 1183292-1184251, Verified ORF, """"Cytoplasmic thioredoxin reductase, key regulatory enzyme that determines the redox state of the thioredoxin system, which acts as a disulfide reductase system and protects cells agai","156622.866509794","161203.371269281","165338.882385505","104600.342760554","106492.608522089","104423.749493675","146347.87464947","267277.378909122","191874.683999816","84824.3746696868","106492.608522089","117120.113457877","3","1","0","3","2","2",
"sial|S9636;A1YYW4_HUMAN;F6XEH9_CALJA;SODC_HUMAN","5","5","218.47","1.49969657999849E-05","15.8893143611934","Condition 4","Condition 1","Superoxide Dismutase from human erythrocytes","698511.335695764","514565.16493024","535370.300099816","40684.3872891579","34238.6459243214","35116.1264997974","652686.62025953","853156.03189685","621293.707036359","32992.5086242031","34238.6459243214","39385.7215413103","2","3","1","0","1","0",
"A6ZP75_YEAS7;YOR234C","7","1","319.8","2.65872293337965E-05","2.92048502752902","Condition 4","Condition 1","Ribosomal protein L33B OS=Saccharomyces cerevisiae (strain YJM789) GN=RPL33B PE=4 SV=1","94409.5088238008","89182.5411934528","94544.9860057714","33664.3515375308","28979.3232459077","32592.9155093569","88215.9244748567","147865.864509889","109718.833536852","27299.6960857802","28979.3232459077","36555.72588504","0","0","0","0","0","1",
"G0W4Q7_NAUDC;YBR035C","1","1","72.45","2.88516759081592E-05","3.18216060154335","Condition 4","Condition 1","Uncharacterized protein OS=Naumovozyma dairenensis (strain ATCC 10597 / BCRC 20456 / CBS 421 / NBRC 0211 / NRRL Y-12639) GN=NDAI0A06410 PE=3 SV=1","4225.22085291049","3864.31128868648","3635.81670401925","1275.24987351565","1150.36802978476","1259.09519381022","3948.0320181051","6407.08059885265","4219.34133761936","1034.14836140819","1150.36802978476","1412.18231167089","0","0","0","0","1","1",
"sial|L3770;A0FJ29_PIG;A8K494_HUMAN;A8K9U8_HUMAN;B4E1V0_HUMAN","9","7","436.87","2.95263430453163E-05","25.5449488949912","Condition 4","Condition 1","Lactoferrin from human milk","413286.203281439","291743.210211815","273486.554834053","14951.0160225927","11867.7112814166","11486.9264810007","386173.225021423","483714.204771138","317379.345559087","12124.3444459453","11867.7112814166","12883.5646992217","5","4","0","0","0","1",
"H0GL26_9SACH;B3LLZ9_YEAS1;H0GZC2_9SACH;YMR108W","6","6","449.6","4.23768560460225E-05","2.34669312841155","Condition 4","Condition 1","Acetolactate synthase OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 GN=VIN7_3755 PE=3 SV=1","180755.248674598","184774.366515699","182840.515535338","84854.1405631835","74641.9422679365","74181.7355791725","168897.090602089","306358.409151461","212185.213995266","68811.4323667407","74641.9422679365","83201.1235917279","1","1","3","1","1","4",
"H0GFK7_9SACH;A2V6Z3_9METZ;G0VKI3_NAUCC;YFL037W","4","4","212.04","4.5792406620615E-05","1.33325418107356","Condition 4","Condition 1","Tub2p OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 GN=VIN7_1487 PE=3 SV=1","49310.6963160132","50238.537824822","50136.1006105976","37715.1619396012","38144.4469460361","36411.0570356228","46075.7472018473","83296.1780161229","58182.6145359548","30584.6514711335","38144.4469460361","40838.0962358727","2","1","1","1","0","2",
"sial|U5507","7","1","267.2","4.87869000587171E-05","8.28529826319621","Condition 4","Condition 1","Ubiquitin","16036.3244778581","16142.4917478872","17741.2670653923","1613.40593898319","2074.25316143529","2337.48105813027","14984.2871403266","26764.47055335","20588.6235761016","1308.37190635114","2074.25316143529","2621.68374590339","1","1","0","0","0","0",
"rev_YKL218C","1","1","17.04","4.91596198419764E-05","59.6458377404897","Condition 4","Condition 1","decoy","20561.3463994558","23233.0488568336","23296.2175311489","364.806869385243","517.120937629401","242.88853103965","19212.4522590302","38520.710538672","27035.107003796","295.835689961802","517.120937629401","272.420138626643","0","0","0","0","0","0",
"sial|U9382","4","1","194.71","5.0578847360927E-05","400.23439259526","Condition 4","Condition 1","Ubiquitin-Carrier Protein H10","357412.263199903","318343.515276142","307261.058698523","1079.34496270022","389.203579243348","987.554320182651","333964.805130748","527817.871833411","356574.434837214","875.281658717941","389.203579243348","1107.62613472919","0","0","0","2","0","0",
"H0GKD2_9SACH;YLR200W","1","1","75.86","5.06848242659563E-05","7.00349648038064","Condition 4","Condition 1","Yke2p OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii VIN7 GN=VIN7_3328 PE=4 SV=1","6276.33550860753","5820.83162744472","5322.73063131389","990.656467164173","765.192926779294","731.465023385884","5864.58658777178","9651.01789252226","6176.99383934525","803.360802861266","765.192926779294","820.400214939727","1","0","0","0","0","0",
